,interest_rate,grade,debt_to_income
1155,12.99,C,14.06
1156,15.04,C,9.13
1157,17.99,D,44.29
1158,19.99,E,30.3
1159,7.89,A,7.71
1160,14.08,C,15.52
1161,11.49,B,19.93
1162,12.99,B,34.81
1163,18.99,D,28.05
1164,6.19,A,18.84
1165,14.52,C,20.16
1166,17.97,D,13.58
1167,10.49,B,11.63
1168,17.99,D,7.97
1169,18.55,D,12.34
1170,7.9,A,13.13
1171,21.18,E,25.21
1172,17.14,E,1.3
1173,16.29,D,33.9
1174,14.33,C,14.62
1175,10.42,B,24.62
1176,7.97,A,15.48
1177,6.97,A,20.85
1178,9.44,B,13.06
1179,10.99,B,15.53
1180,16.91,C,18.64
1181,13.67,C,13.95
1182,13.11,B,12.19
1183,6.83,A,14.33
1184,15.99,D,30.38
1185,17.27,C,6.72
1186,16.29,D,25.89
1187,10.64,B,10.06
1188,8.9,A,11.89
1189,11.47,B,12.85
1190,10.65,B,22.75
1191,16.91,C,20.82
1192,10.41,B,22.35
1193,13.35,C,9.18
1194,13.59,C,24.56
1195,8.08,A,9.89
1196,16.99,D,21.18
1197,14.47,C,35.62
1198,14.49,C,12.06
1199,6.49,A,24.58
1200,10.49,B,17.16
1201,9.92,B,18.28
1202,15.99,C,36.13
1203,21.97,E,23.3
1204,12.88,C,35.64
1205,10.99,B,13.16
1206,19.92,D,15.66
1207,9.43,B,22.74
1208,14.46,C,11.85
1209,9.92,B,22.9
1210,15.61,D,14.1
1211,14.08,C,9.64
1212,7.97,A,6.7
1213,7.97,A,7.89
1214,13.67,C,12.55
1215,11.55,B,25.62
1216,14.65,C,22.79
1217,11.55,B,23.73
1218,13.56,C,11.47
1219,7.69,A,12.46
1220,9.17,B,10.97
1221,13.58,C,12.09
1222,10.47,B,28.98
1223,14.65,C,16.06
1224,10.9,B,31.34
1225,9.44,B,26
1226,15.31,C,30.33
1227,8.18,B,25.01
1228,13.67,C,5.52
1229,12.99,C,28.86
1230,8.9,A,27.37
1231,7.26,A,12.83
1232,12.79,C,12.36
1233,7.89,A,29.74
1234,11.67,B,31.11
1235,7.97,A,22.24
1236,11.55,B,16.62
1237,6.67,A,16.06
1238,10,B,4.19
1239,10.49,B,7.74
1240,6.89,A,27.27
1241,25.49,E,8.97
1242,10.08,B,9.66
1243,20.49,E,21.4
1244,11.99,B,8.07
1245,9.17,B,4.71
1246,9.44,B,25.3
1247,11.55,B,10
1248,13.33,C,11.35
1249,11.98,B,4.87
1250,14.47,C,14.48
1251,18.84,E,20.13
1252,7.46,A,9.61
1253,9.17,B,23.36
1254,23.99,F,20.5
1255,12.61,C,22.23
1256,10.64,B,8.42
1257,11.44,B,17.83
1258,19.99,D,26.57
1259,7.46,A,11.71
1260,22.9,E,20.43
1261,18.06,D,30.97
1262,19.89,E,34.32
1263,9.99,B,34.17
1264,13.33,C,5.58
1265,7.89,A,4.21
1266,7.34,A,13.33
1267,11.55,B,26
1268,7.97,A,17.47
1269,11.44,B,11.69
1270,15.05,C,27.19
1271,11.8,B,32.31
1272,10.91,B,25.8
1273,5.31,A,14.75
1274,10.49,B,30.63
1275,15.61,D,17.88
1276,13.99,C,24.51
1277,10.99,B,25.05
1278,19.22,D,16.18
1279,17.27,D,31.25
1280,7.89,A,11.43
1281,14.99,C,13.12
1282,6.97,A,15.85
1283,11.99,C,23.78
1284,15.02,C,8.7
1285,12.99,B,6.91
1286,7.49,A,24.2
1287,18.94,D,39.67
1288,6.89,A,5.59
1289,27.27,E,18.46
1290,10.49,B,15.41
1291,10.91,B,14.22
1292,11.31,B,26.93
1293,13.99,C,23.7
1294,10.91,B,19.36
1295,11.49,B,18.36
1296,14.99,C,19.41
1297,9.44,B,19.96
1298,17.99,D,27.2
1299,16.02,C,23.4
1300,7.89,A,9.57
1301,22.99,F,19.22
1302,13.99,C,15.58
1303,8.18,B,11.53
1304,9.99,B,29.16
1305,14.47,C,18.71
1306,10.72,B,13.66
1307,15.99,D,29.21
1308,18.99,E,11.46
1309,16.29,D,29.94
1310,11.06,B,11.51
1311,10.91,B,16.56
1312,5.32,A,10.37
1313,19.48,E,39.63
1314,12.29,C,35.57
1315,9.76,B,0.47
1316,7.84,A,31.72
1317,9.99,B,16.99
1318,9.49,B,25.17
1319,19.42,D,20.35
1320,18.25,D,28.34
1321,11.55,B,10.83
1322,11.49,B,27.41
1323,11.31,B,0.84
1324,15.61,D,19.58
1325,15.04,C,17.98
1326,7.9,A,9.82
1327,23.43,F,22.43
1328,14.47,C,4.9
1329,26.3,E,32.21
1330,23.4,E,26.86
1331,9.93,B,33.52
1332,8.18,B,23.17
1333,10.99,B,20.78
1334,19.92,D,2.55
1335,9.16,B,9.58
1336,12.79,C,11.01
1337,12.74,C,26.83
1338,12.99,C,23.36
1339,9.44,B,12.12
1340,11.99,B,11.4
1341,20,D,29.76
1342,10.91,B,10.64
1343,10.42,B,12
1344,12.99,B,16.73
1345,12.35,B,15.83
1346,8.18,B,18.07
1347,10.64,B,19.47
1348,14.3,C,17.6
1349,5.32,A,14.75
1350,20.75,E,36.52
1351,20,D,30.9
1352,13.67,C,16.57
1353,9.99,B,17.43
1354,9.75,B,6.97
1355,13.33,C,9.72
1356,19.92,D,25.83
1357,10.91,B,12.66
1358,12.98,B,21.4
1359,12.39,C,29.47
1360,23.63,F,21.17
1361,9.17,B,19.04
1362,7.69,A,17.45
1363,6.99,A,25.96
1364,18.06,D,18.78
1365,7.49,A,13.72
1366,11.44,B,32.68
1367,15.61,D,21.13
1368,10.99,B,33.48
1369,7.26,A,14.22
1370,13.49,C,14.44
1371,7.26,A,8.77
1372,9.17,B,29.77
1373,15.02,C,26.62
1374,6,A,5.69
1375,15.05,C,0
1376,12.62,C,6.88
1377,9.93,B,12.48
1378,16.14,C,23.08
1379,24.84,E,9.58
1380,9.44,B,13.22
1381,10.49,B,24.46
1382,6.92,A,12.02
1383,21.45,D,26.31
1384,19.03,D,19.41
1385,21.49,E,17.32
1386,12.69,C,12.06
1387,12.62,C,2.49
1388,15.05,C,26.25
1389,8.39,A,16.68
1390,12.62,C,19.96
1391,10.99,B,29.59
1392,9.49,B,5.59
1393,10.49,B,22.08
1394,12.69,C,24.88
1395,10.47,B,20.89
1396,10.91,B,22.5
1397,14.99,C,29.73
1398,10.07,B,27.45
1399,17.09,D,9.98
1400,6.99,A,14.09
1401,9.17,B,10.17
1402,19.42,D,22.67
1403,6.71,A,2.17
1404,11.06,B,18.6
1405,6.39,A,17.76
1406,11.49,B,14.75
1407,15.05,C,21.59
1408,14.64,C,17.6
1409,15.61,D,11.29
1410,11.99,B,30.03
1411,10.75,B,10.31
1412,11.99,C,14.09
1413,15.31,C,6.38
1414,7.26,A,21.7
1415,12.12,B,29.38
1416,14.99,C,24.62
1417,13.99,C,23.44
1418,11.31,B,11.33
1419,15.05,C,14.89
1420,10.16,B,7.08
1421,24.08,F,33.86
1422,9.49,B,15.17
1423,7.69,A,23.95
1424,5.32,A,12.22
1425,11.44,B,21.08
1426,13.99,C,17.33
1427,15.05,C,14.94
1428,9.99,B,12.68
1429,12.49,B,6.08
1430,7.97,A,13.04
1431,15.61,D,9.23
1432,20.2,E,24.62
1433,20.5,E,13.51
1434,15.61,D,14.88
1435,20.89,D,2.01
1436,5.32,A,24.58
1437,11.47,B,7.22
1438,12.99,C,34.84
1439,13.35,C,5.9
1440,9.58,B,19.3
1441,11.31,B,12.31
1442,15.22,C,18.65
1443,18.06,D,8.2
1444,20.99,E,32.5
1445,10.41,B,20.63
1446,11.05,B,17.98
1447,7.26,A,18.39
1448,8.39,B,17.48
1449,9.45,B,5.31
1450,10.78,B,26.71
1451,16.99,D,15.57
1452,14.08,C,7.95
1453,16.99,D,15.96
1454,9.99,B,15.37
1455,10.42,B,22.31
1456,22.35,D,21.87
1457,16.99,D,27.65
1458,10.78,B,28.72
1459,21.99,E,22.77
1460,18.25,D,17.55
1461,15.04,C,54.64
1462,10.75,B,20.99
1463,8.19,A,12.36
1464,15.31,C,24.36
1465,15.96,C,14.61
1466,9.93,B,13.93
1467,10.49,B,25.84
1468,5.32,A,9.19
1469,10.16,B,21.52
1470,6.97,A,8.89
1471,15.61,D,36.89
1472,14.65,C,25.97
1473,18.06,D,31.64
1474,12.49,B,9.11
1475,9.93,B,13.35
1476,13.49,C,69.75
1477,11.06,B,24.01
1478,14.33,C,15.68
1479,12.79,C,27.94
1480,10.99,B,14.97
1481,11.55,B,29.1
1482,6.08,A,7.1
1483,10.49,B,22.08
1484,23.63,F,33
1485,12.73,B,38.33
1486,18.92,D,12.23
1487,11.49,B,24.24
1488,6.24,A,20.14
1489,12.42,B,14.14
1490,23.99,F,13.68
1491,11.99,B,17.64
1492,10.75,B,24.35
1493,8.46,A,17.55
1494,26.24,E,20.52
1495,10.33,B,18.48
1496,9.49,B,8.75
1497,16.02,C,29.59
1498,8.24,B,20.77
1499,9.16,B,13.87
1500,16.29,D,25.64
1501,7.84,A,13.76
1502,12.62,C,27.12
1503,7.35,A,11.88
1504,9.17,B,25.56
1505,23.13,F,38.35
1506,14.52,C,25.54
1507,18.99,D,15.58
1508,8.46,A,7.3
1509,25.82,E,34.17
1510,5.32,A,19.51
1511,11.47,B,8.97
1512,5.32,A,9.71
1513,9.44,B,3.43
1514,19.42,D,31.24
1515,18.45,D,4.48
1516,11.67,B,18.87
1517,18.94,D,33.99
1518,18.99,E,10.32
1519,11.55,B,9.85
1520,9.99,B,31.27
1521,15.59,C,13.72
1522,12.39,C,21.91
1523,13.33,C,14.93
1524,10.72,B,16.12
1525,6.24,A,12
1526,12.12,B,9.08
1527,8.19,A,10.09
1528,13.49,C,21.64
1529,20.39,D,22.1
1530,7.97,A,22.38
1531,21.18,E,34.96
1532,11.99,C,5.05
1533,18.99,D,16.11
1534,17.1,C,15.7
1535,22.74,E,7.58
1536,10.91,B,22.97
1537,11.06,B,16.38
1538,7.97,A,27.88
1539,10.49,B,27.7
1540,11.53,B,22.69
1541,18.49,E,22.74
1542,10.91,B,34.49
1543,12.62,C,27.4
1544,7.89,A,5.35
1545,7.9,A,25.81
1546,12.99,C,8.32
1547,15.61,D,18.09
1548,14.47,C,19.28
1549,13.33,C,28.27
1550,18.99,D,28.11
1551,11.53,B,6.63
1552,9.99,B,11.25
1553,7.96,A,53.55
1554,15.59,C,20.29
1555,16.78,C,24.51
1556,17.97,D,37.21
1557,30.65,F,15.89
1558,13.05,B,33.35
1559,14.08,C,7.28
1560,12.74,C,21.74
1561,24.85,E,34.11
1562,11.49,B,22.84
1563,10.72,B,14.79
1564,14.08,C,23.53
1565,18.06,D,25.98
1566,7.34,A,21.53
1567,11.55,B,26.11
1568,15.31,C,37.36
1569,15.59,C,17.73
1570,7.84,A,15.65
1571,11.49,B,28.13
1572,7.07,A,18.03
1573,11.49,B,26.51
1574,14.08,C,10.03
1575,10.99,B,29.64
1576,17.27,D,21.58
1577,11.99,B,28.39
1578,17.27,D,10.11
1579,20,D,27.43
1580,17.1,C,13.02
1581,21.45,D,12.14
1582,9.8,B,23.04
1583,10.75,B,23.18
1584,16.55,D,16.56
1585,9.44,B,22.62
1586,11.48,B,23.25
1587,14.33,C,31.77
1588,11.53,B,10.6
1589,7.49,A,24.35
1590,15.04,C,38.44
1591,8.18,B,16.35
1592,14.3,C,23.29
1593,19.03,D,3.74
1594,29.49,F,29.79
1595,13.56,C,13.3
1596,19.52,E,33.39
1597,9.71,B,17.49
1598,14.08,C,20.84
1599,11.44,B,18.33
1600,11.67,B,9.96
1601,21,E,4.52
1602,6.99,A,15.24
1603,12.05,C,16.61
1604,12.79,C,12.63
1605,13.65,C,2.76
1606,14.65,C,22.25
1607,17.99,D,12.8
1608,18.94,D,36.26
1609,9.75,B,20.31
1610,11.53,B,27.65
1611,17.57,D,12.8
1612,8.39,B,24.09
1613,7.49,A,23.24
1614,12.49,B,20.13
1615,14.09,B,20.58
1616,14.08,C,15.19
1617,18.55,E,27.45
1618,8.81,A,4.44
1619,18.45,D,24.14
1620,11.99,B,14.06
1621,10.08,B,16.38
1622,10.08,B,15.03
1623,15.02,C,20.47
1624,7.97,A,7.34
1625,6.97,A,21.31
1626,7.35,A,7.56
1627,7.21,A,23.65
1628,9.99,B,5.87
1629,9.16,B,25.33
1630,9.75,B,25.07
1631,12.62,C,13.56
1632,12.29,C,16.16
1633,21.85,D,11.52
1634,13.11,B,34.41
1635,8.19,A,12.36
1636,12.39,C,16.96
1637,16.29,D,27.96
1638,15.49,C,36.01
1639,16.29,D,4.08
1640,15.77,D,19.66
1641,5.32,A,10.23
1642,20.75,E,33.45
1643,11.99,B,34.83
1644,9.92,B,14.9
1645,7.59,A,13.67
1646,11.99,B,5.75
1647,14.49,C,20.98
1648,15.99,C,7.6
1649,17.86,D,11.13
1650,9.92,B,6.18
1651,13.11,B,16.15
1652,14.08,C,11.94
1653,6.99,A,6
1654,20.99,E,1.38
1655,8.9,A,29.52
1656,5.93,A,11.19
1657,6.11,A,9.27
1658,16.55,D,27.58
1659,11.99,B,12.22
1660,11.44,B,8.25
1661,13.49,C,19.9
1662,17.99,D,21.12
1663,13.99,C,27.86
1664,11.06,B,7.96
1665,16.02,C,6.04
1666,14.07,C,54.83
1667,16.02,C,14.02
1668,10.99,B,21.66
1669,5.32,A,27.7
1670,15.41,D,12.66
1671,12.13,B,28.84
1672,11.44,B,24.01
1673,9.17,B,21.78
1674,18.99,D,24.1
1675,14.33,C,22.83
1676,11.99,C,22.35
1677,11.39,B,13.48
1678,20.49,E,16.92
1679,6.11,A,11.36
1680,7.97,A,14.98
1681,14.27,C,11.74
1682,17.1,C,16.93
1683,5.32,A,17.77
1684,10.42,B,1.77
1685,8.18,B,8.06
1686,10.99,B,7.14
1687,17.86,D,29.68
1688,19.03,D,14.63
1689,14.52,C,3.27
1690,29.99,F,29.96
1691,12.29,C,18.66
1692,7.89,A,5.56
1693,8.46,A,18.08
1694,9.17,B,25.61
1695,9.93,B,21.2
1696,5.31,A,14.71
1697,14.47,C,3.64
1698,10.99,B,17.67
1699,10.91,B,19.84
1700,11.44,B,13.52
1701,11.31,B,37.13
1702,8.9,A,10.97
1703,18.06,D,21.27
1704,10.99,B,16.94
1705,13.59,C,9.2
1706,21.85,D,12.61
1707,13.99,C,9.14
1708,11.49,B,12.52
1709,12.79,C,32.44
1710,13.11,B,10.7
1711,10.42,B,9.22
1712,7.62,A,17.31
1713,9.17,B,28.41
1714,13.53,B,13.18
1715,9.8,B,17.65
1716,8.39,B,12.4
1717,12.74,C,15.13
1718,15.05,C,19.41
1719,7.89,A,13.14
1720,13.67,C,18.75
1721,7.97,A,11.11
1722,13.33,C,2.99
1723,10.42,B,22.2
1724,19.92,D,9.6
1725,20.39,D,19.11
1726,20.89,D,18.42
1727,7.49,A,9.62
1728,7.91,A,23.85
1729,13.67,C,14.23
1730,6.46,A,13.58
1731,12.61,C,16.25
1732,24.99,F,31.46
1733,12.49,B,6.39
1734,5.32,A,10.74
1735,11.99,C,18.31
1736,10.49,B,12.3
1737,12.99,B,14.46
1738,14.33,C,9.94
1739,14.64,C,25.05
1740,10.41,B,29.92
1741,10.49,B,23.64
1742,12.79,C,16.27
1743,11.39,B,9.45
1744,6.72,A,11.84
1745,6.97,A,17.98
1746,11.39,B,15.77
1747,15.05,C,15.74
1748,14.08,C,24.69
1749,17.86,D,23.88
1750,20,D,16.17
1751,7.69,A,12.43
1752,20.75,E,14.41
1753,11.8,B,36.42
1754,11.99,B,2.25
1755,6.72,A,14.19
1756,18.55,E,27.63
1757,18.84,E,18.84
1758,8.18,B,6.14
1759,16.29,D,18.13
1760,11.47,B,12.32
1761,7.84,A,20.16
1762,7.24,A,4.93
1763,15.05,C,25.18
1764,7.89,A,1.77
1765,11.67,B,18.32
1766,13.58,C,16.96
1767,12.13,B,21.64
1768,7.89,A,25.78
1769,14.08,C,7.93
1770,11.49,B,13.68
1771,10.49,B,20.49
1772,24.99,E,33.48
1773,11.8,B,16.81
1774,9.44,B,16.88
1775,14.08,C,17.58
1776,9.99,B,31.16
1777,16.02,C,15.85
1778,16.2,C,21.74
1779,8.99,B,12.75
1780,10.07,B,17.9
1781,14.65,C,19.79
1782,14.08,C,9.26
1783,11.99,C,13.1
1784,13.06,C,16.57
1785,24.37,E,25.2
1786,19.19,E,23.39
1787,17.57,D,28.36
1788,12.69,C,9.62
1789,9.17,B,9.99
1790,9.17,B,16.48
1791,6.39,A,4.6
1792,14.3,C,34.53
1793,12.49,B,24.43
1794,14.74,D,18.71
1795,15.05,C,19.74
1796,15.59,C,28.26
1797,10.08,B,21.18
1798,11.06,B,20.46
1799,10.99,B,13.85
1800,11.99,C,35.69
1801,13.33,C,28.18
1802,16.99,D,3.72
1803,9.93,B,24.93
1804,13.59,C,25.05
1805,8.39,A,8.24
1806,19.05,D,22.51
1807,12.74,C,24.14
1808,8.46,A,5.38
1809,14.47,C,6.79
1810,9.58,B,6.29
1811,11.44,B,18.61
1812,12.74,C,25.6
1813,10.9,B,26.59
1814,8.99,B,22.46
1815,19.03,D,25.57
1816,6.92,A,0.53
1817,11.99,C,7.23
1818,14.49,C,30.16
1819,7.21,A,8.72
1820,11.22,B,23.51
1821,10.47,B,14.69
1822,12.61,C,26.71
1823,10.49,B,9.6
1824,14.47,C,24.18
1825,18.25,E,27.32
1826,14.49,C,17.82
1827,7.07,A,22.65
1828,18.25,E,20.88
1829,9.75,B,5.87
1830,13.49,C,12.27
1831,13.99,C,32.61
1832,12.29,C,25.56
1833,12.74,C,25.72
1834,17.09,D,10.57
1835,5.32,A,6.9
1836,10.42,B,13.08
1837,9.99,B,7.27
1838,9.93,B,34.8
1839,7.84,A,22.15
1840,13.56,C,5.25
1841,10.91,B,10.47
1842,8.49,A,4.65
1843,17.99,D,12.98
1844,7.89,A,11.33
1845,7.89,A,24.88
1846,9.17,B,11.73
1847,14.46,C,27.85
1848,11.49,B,4.56
1849,17.97,D,12.04
1850,19.2,D,19.72
1851,13.49,C,17.78
1852,12.74,C,9.9
1853,17.86,D,26.59
1854,17.14,D,19.43
1855,6.67,A,11.44
1856,12.05,C,14.64
1857,13.06,C,16.34
1858,11.14,B,10.11
1859,6.71,A,30.26
1860,13.49,C,18.73
1861,9.17,B,22.08
1862,16.99,D,19.76
1863,30.99,G,8.83
1864,17.57,D,19.4
1865,12.62,C,16.25
1866,15.59,C,27.26
1867,13.98,C,18.02
1868,7.24,A,23.09
1869,16.02,C,23.35
1870,10.99,B,25.23
1871,10.99,B,19.16
1872,12.29,C,22.66
1873,18.24,D,20.67
1874,17.27,C,12.7
1875,11.47,B,35.69
1876,12.79,C,10.6
1877,13.99,C,29.29
1878,13.49,C,12.33
1879,7.07,A,4.78
1880,8.59,A,11.91
1881,18.49,E,34.88
1882,7.97,A,8.92
1883,11.55,B,14.38
1884,17.57,D,12.21
1885,15.59,D,13.2
1886,7.89,A,20.57
1887,10.08,B,4.48
1888,7.39,A,18.54
1889,17.27,C,8.85
1890,20.39,D,35.22
1891,11.67,B,8.36
1892,13.33,C,14.63
1893,17.27,C,14.54
1894,10.42,B,26.87
1895,13.65,C,16.21
1896,12.49,B,9.03
1897,13.56,C,1.09
1898,12.69,C,16.07
1899,12.69,C,36.41
1900,17.27,D,36.91
1901,14.65,C,5.38
1902,6.99,A,26.41
1903,15.31,C,16.23
1904,7.46,A,12.2
1905,13.58,C,16.52
1906,12.29,C,22.47
1907,6.67,A,3.55
1908,9.17,B,19.69
1909,13.66,C,13.65
1910,13.49,C,1.91
1911,7.62,A,0.82
1912,13.33,C,36.42
1913,12.99,C,15.64
1914,11.14,B,13.14
1915,11.44,B,11.06
1916,10.72,B,25.09
1917,11.99,B,16.96
1918,21.49,D,14.99
1919,12.62,C,22.81
1920,13.11,B,9
1921,19.92,D,18.18
1922,7.91,A,18.92
1923,10.07,B,24.21
1924,15.05,C,24.73
1925,18.92,D,32.28
1926,11.53,B,6.5
1927,9.93,B,28.76
1928,14.08,C,19.9
1929,11.49,B,25.11
1930,11.99,B,20.04
1931,5.32,A,8.06
1932,8.67,B,12.07
1933,15.05,C,23.66
1934,21.85,D,42.72
1935,10.99,B,21.1
1936,16.99,D,32.45
1937,8.39,A,4.64
1938,9.91,B,17.82
1939,18.06,D,9.51
1940,13.59,C,25.7
1941,7.69,A,11.42
1942,18.06,D,16.77
1943,12.99,C,10.41
1944,12.99,C,4.72
1945,19.92,D,19.71
1946,7.26,A,14.04
1947,12.99,C,31.04
1948,15.31,C,42.63
1949,22.15,E,7.93
1950,17.97,D,26.4
1951,14.65,C,22.23
1952,6.62,A,1.57
1953,10.47,B,4.72
1954,18.55,E,19.27
1955,11.67,B,12.8
1956,14.65,C,11.76
1957,10.07,B,19.81
1958,7.39,A,13.9
1959,6.89,A,11.72
1960,10.42,B,10.73
1961,13.11,B,13.55
1962,6.89,A,27.18
1963,9.99,B,5.85
1964,13.11,B,24.84
1965,11.99,B,33.42
1966,8.9,A,10.74
1967,13.67,C,25.61
1968,28.69,F,33.89
1969,5.32,A,24.93
1970,11.49,B,22.62
1971,18.94,D,24.91
1972,14.99,C,28.01
1973,7.07,A,6.22
1974,5.31,A,3.29
1975,7.89,A,6.58
1976,9.75,B,22.89
1977,6.19,A,18.85
1978,19.92,D,26.13
1979,17.57,D,33.2
1980,14.46,C,25.76
1981,11.99,B,19.79
1982,7.35,A,15.96
1983,9.43,B,29.41
1984,17.57,D,11.19
1985,19.03,D,29.08
1986,13.99,C,25.42
1987,9.93,B,3.7
1988,12.99,B,7.27
1989,10.99,B,26.26
1990,16.49,D,13.05
1991,10.9,B,19.92
1992,6.03,A,1.57
1993,12.79,C,30.36
1994,18.25,E,3.92
1995,8.99,B,7.71
1996,17.57,D,7.41
1997,10.99,B,15.3
1998,5.31,A,12.66
1999,21.45,D,23.27
2000,8.9,A,15.22
2001,15.59,C,10.89
2002,12.99,C,26.94
2003,14.17,C,10.49
2004,14.08,C,17.47
2005,15.61,D,30.31
2006,12.99,C,14.54
2007,13.49,C,21.36
2008,16.91,C,15.16
2009,15.61,C,29.21
2010,14.49,C,23.2
2011,14.49,C,11.43
2012,18.49,D,33.42
2013,14.65,C,31.41
2014,28.69,F,25.04
2015,15.99,C,13.76
2016,17.86,D,10.06
2017,12.74,C,20.46
2018,17.09,D,6.82
2019,5.32,A,22.53
2020,6.24,A,10.61
2021,7.89,A,16.08
2022,13.49,C,24.17
2023,13.99,C,18.66
2024,12.29,C,8.09
2025,17.57,D,25.24
2026,12.69,C,15.22
2027,13.99,C,12.05
2028,9.93,B,12.89
2029,9.58,B,6.74
2030,9.92,B,7.54
2031,21.99,F,28.8
2032,11.44,B,11.54
2033,16.02,C,13.27
2034,15.41,D,11.03
2035,12.85,B,24.98
2036,11.99,B,15.74
2037,7.89,A,29.74
2038,13.66,C,16
2039,11.39,B,28.35
2040,6.72,A,9.77
2041,11.99,B,24.52
2042,14.99,C,32.38
2043,6.24,A,20.06
2044,11.98,B,27.89
2045,8.39,A,9.55
2046,5.31,A,14.14
2047,12.35,B,16.87
2048,8.9,A,27.43
2049,14.65,C,12.99
2050,15.05,C,35.12
2051,18.45,D,19.24
2052,13.61,C,8.32
2053,17.97,D,49.67
2054,12.99,C,14.35
2055,20,D,38.4
2056,9.93,B,20.66
2057,9.99,B,36.34
2058,13.99,C,34.5
2059,7.97,A,37.97
2060,15.99,C,28.94
2061,15.49,C,30.39
2062,15.61,C,33.09
2063,12.85,B,22.18
2064,7.26,A,2.58
2065,15.99,C,26.65
2066,12.99,C,15.88
2067,11.47,B,24.59
2068,11.44,B,14.64
2069,9.43,B,4.3
2070,11.49,B,19.37
2071,16.91,C,24.77
2072,7.24,A,12.17
2073,18.99,D,24.2
2074,8.39,B,8.82
2075,11.98,B,3.66
2076,15.99,C,17.07
2077,13.99,C,12.96
2078,9.49,B,16.92
2079,16.02,C,12.65
2080,16.55,D,7.51
2081,15.02,C,15.73
2082,10.99,B,12.63
2083,10.99,B,17.45
2084,7.97,A,30.38
2085,11.99,C,27.26
2086,15.05,C,25.97
2087,13.59,C,15.54
2088,16.99,D,20.22
2089,21.98,E,17.64
2090,14.07,C,22.9
2091,7.84,A,13.72
2092,5.32,A,15.22
2093,10.15,B,35.92
2094,12.59,C,13.2
2095,13.56,C,18.06
2096,19.42,D,12.33
2097,12.62,C,19.12
2098,16.29,D,28.06
2099,5.32,A,12.21
2100,10.91,B,33.88
2101,5.32,A,24.43
2102,14.65,C,6.86
2103,18.99,D,14.8
2104,8.24,B,14.05
2105,19.92,D,23.66
2106,6.39,A,11.53
2107,13.59,C,28.07
2108,8.18,B,2.56
2109,13.11,B,11.03
2110,13.59,C,14.75
2111,11.06,B,24.99
2112,19.03,D,14.35
2113,6.99,A,15.14
2114,16.99,D,16.52
2115,11.14,B,14.87
2116,10.07,B,23.49
2117,9.75,B,25.5
2118,15.59,C,14.6
2119,16.99,D,24.11
2120,6.68,A,10.05
2121,8.19,A,14.17
2122,12.74,C,17.32
2123,9.93,B,14.64
2124,15.61,C,15.15
2125,13.33,C,17.33
2126,11.55,B,17.72
2127,7.35,A,14.75
2128,13.11,B,20.98
2129,13.99,C,3.94
2130,11.53,B,9.27
2131,6.24,A,17.98
2132,9.99,B,24.63
2133,8.67,B,13.85
2134,17.99,D,23.45
2135,15.61,D,35.53
2136,12.12,B,15.48
2137,11.39,B,27.5
2138,26.3,E,35
2139,7.89,A,8.74
2140,12.49,B,14.35
2141,17.09,D,26
2142,10.99,B,6.79
2143,15.31,C,22.74
2144,20.89,D,26.72
2145,7.97,A,14.96
2146,21,E,9.97
2147,21.99,F,39.41
2148,16.02,C,25.92
2149,18.45,D,19.77
2150,14.99,C,6.56
2151,24.85,E,23.15
2152,10.99,B,16.06
2153,5.32,A,6.92
2154,11.44,B,16.83
2155,6.11,A,11.75
2156,18.2,E,13.62
2157,7.21,A,3.96
2158,8.46,A,17.11
2159,23.99,E,32.34
2160,12.49,B,26.58
2161,15.61,D,10.99
2162,11.49,B,24
2163,7.49,A,4.77
2164,7.89,A,24.48
2165,6.49,A,16.08
2166,8.39,B,1.32
2167,8.46,A,24.49
2168,15.61,D,33.32
2169,7.51,A,7.32
2170,10.33,B,31.75
2171,7.66,A,19.58
2172,20,D,25.64
2173,13.33,C,10.02
2174,12.74,C,14.09
2175,7.9,A,11.99
2176,16.02,C,39.23
2177,12.74,C,25.48
2178,21.49,D,22.36
2179,12.99,C,4.37
2180,10.08,B,13.16
2181,18.45,D,17.03
2182,14.16,C,15.29
2183,12.99,C,23.38
2184,11.99,B,6.56
2185,11.99,B,28.02
2186,9.93,B,12.99
2187,6.07,A,9.24
2188,5.32,A,15.03
2189,12.04,C,0.96
2190,8.46,A,37.72
2191,11.53,B,11.83
2192,14.46,C,37.4
2193,6.71,A,20.36
2194,22.74,E,10.19
2195,11.47,B,24.78
2196,9.44,B,16.6
2197,10.72,B,6.8
2198,10.49,B,7
2199,15.02,C,3.93
2200,7.21,A,25.87
2201,13.57,C,23.72
2202,15.1,C,19.05
2203,13.56,C,9.46
2204,10.49,B,13.83
2205,12.49,B,20.94
2206,11.71,B,9.58
2207,6.83,A,39.67
2208,11.99,B,16.59
2209,7.91,A,13.62
2210,9.99,B,20.24
2211,27.27,E,24.44
2212,8.81,A,11.85
2213,14.49,C,16.42
2214,13.49,C,9.73
2215,9.8,B,22.42
2216,16.29,C,29.4
2217,8.18,B,22.89
2218,17.57,D,10.2
2219,6.08,A,16.01
2220,7.97,A,23.75
2221,23.4,E,9.83
2222,11.49,B,19.08
2223,9.67,B,11.34
2224,10.33,B,14.45
2225,5.32,A,16.45
2226,12.62,C,25.35
2227,8.46,A,17.74
2228,9.99,B,27.42
2229,14.49,C,7.65
2230,8.39,B,12
2231,13.35,C,7.35
2232,8.19,A,25.83
2233,7.35,A,11.74
